"Id_Munchkin_Kingdom_Committee","Str_UI_Munchkin_Kingdom_Committee_Name","Str_UI_Munchkin_Kingdom_Committee_Desc","BaseHpUp","250","500","750","1000","2","WorldMap_MunchkinKingdom"
"Id_Emerald_Relief_Corps","Str_UI_Emerald_Relief_Corps_Name","Str_UI_Emerald_Relief_Corps_Desc","BaseAtkUp","250","500","750","1000","2","WorldMap_Cellarn"
"Id_Bell_Airlines","Str_UI_Bell_Airlines_Name","Str_UI_Bell_Airlines_Desc","BaseHpUp","250","500","750","1000","2","WorldMap_Cellarn"
"Id_Hotel_Aurora","Str_UI_Hotel_Aurora_Name","Str_UI_Hotel_Aurora_Desc","BasePhysicalDefUp","750","1500","2250","3000","2","WorldMap_Cellarn"
"Id_Princess_Entertainment","Str_UI_Princess_Entertainment_Name","Str_UI_Princess_Entertainment_Desc","BaseHpUp","250","500","750","1000","2","WorldMap_Elvinzia"
"Id_Black_Cat_Industry","Str_UI_Black_Cat_Industry_Name","Str_UI_Black_Cat_Industry_Desc","BaseAtkUp","250","500","750","1000","2","WorldMap_Elvinzia"
"Id_Red_Wolf_Construction","Str_UI_Red_Wolf_Construction_Name","Str_UI_Red_Wolf_Construction_Desc","BaseMagicalDefUp","750","1500","2250","3000","2","WorldMap_Elvinzia"
"Id_General_Students_Association","Str_UI_General_Students_Association_Name","Str_UI_General_Students_Association_Desc","BaseAtkUp","250","500","750","1000","2","WorldMap_Paulhill"
"Id_Food_Distributor_Department","Str_UI_Food_Distributor_Department_Name","Str_UI_Food_Distributor_Department_Desc","BaseHpUp","250","500","750","1000","2","WorldMap_Paulhill"
"Id_Order_of_Truth","Str_UI_Order_of_Truth_Name","Str_UI_Order_of_Truth_Desc","BaseAtkUp","250","500","750","1000","2","WorldMap_Cyberia"
"Id_The_Witch_Return_Oarganization","Str_UI_The_Witch_Return_Oarganization_Name","Str_UI_The_Witch_Return_Oarganization_Desc","BaseAtkUp","250","500","750","1000","2","WorldMap_Cyberia"
"Id_Laddin_Guild","Str_UI_Laddin_Guild_Name","Str_UI_Laddin_Guild_Desc","BaseHpUp","250","500","750","1000","2","WorldMap_DelMar"
"Id_Brotherhood_of_the_Sun","Str_UI_Brotherhood_of_the_Sun_Name","Str_UI_Brotherhood_of_the_Sun_Desc","BaseCriUp","250","500","750","1000","2","WorldMap_DelMar"
"Id_Reconnaissance_Rangers","Str_UI_Reconnaissance_Rangers_Name","Str_UI_Reconnaissance_Rangers_Desc","BaseHpUp","250","500","750","1000","2","WorldMap_Kainan"
