"MirrorgramFollow_Sort_01","MirrorgramFollow","Sort","MirrorgramFollow_Sort_Group_01","","MirrorgramAccount","Select","Str_UI_Sorting_Select",""
"MirrorgramFollow_Sort_02","MirrorgramFollow","Sort","MirrorgramFollow_Sort_Group_01","","MirrorgramAccount","Name","Str_UI_Sorting_Name",""
"MirrorgramFollow_Sort_03","MirrorgramFollow","Sort","MirrorgramFollow_Sort_Group_01","","MirrorgramAccount","Friendship","Str_UI_Sorting_Friendship",""
"MirrorgramDm_Sort_01","MirrorgramDm","Sort","MirrorgramDm_Sort_Group_01","","MirrorgramDM","Latest","Str_UI_Sorting_Latest",""
"MirrorgramDm_Sort_02","MirrorgramDm","Sort","MirrorgramDm_Sort_Group_01","","MirrorgramDM","Unread","Str_UI_Sorting_Unread",""
"MirrorgramDm_Sort_03","MirrorgramDm","Sort","MirrorgramDm_Sort_Group_01","","MirrorgramDM","Select","Str_UI_Sorting_Select",""
"MirrorgramDm_Sort_04","MirrorgramDm","Sort","MirrorgramDm_Sort_Group_01","","MirrorgramDM","Name","Str_UI_Sorting_Name",""
"MirrorgramDm_Sort_05","MirrorgramDm","Sort","MirrorgramDm_Sort_Group_01","","MirrorgramDM","Friendship","Str_UI_Sorting_Friendship",""
"MirrorgramHome_Filter_01","MirrorgramHome","Filter","MirrorgramHome_Filter_Group_01","","MirrorgramPost","Select","Str_UI_Sorting_Select",""
"MirrorgramHome_Filter_02","MirrorgramHome","Filter","MirrorgramHome_Filter_Group_01","","MirrorgramPost","MirrorgramLike","Str_UI_Sorting_Like",""
"MirrorgramHeroAccount_Filter_01","MirrorgramHeroAccount","Filter","MirrorgramHeroAccount_Filter_Group_01","","MirrorgramPost","MirrorgramImage","Str_UI_Sorting_Image",""
"MirrorgramHeroAccount_Filter_02","MirrorgramHeroAccount","Filter","MirrorgramHeroAccount_Filter_Group_01","","MirrorgramPost","MirrorgramText","Str_UI_Sorting_Text",""
"HeroList_Sort_01","HeroList","Sort","HeroList_Sort_Group_01","","Character","Grade","Str_UI_Sorting_Grade",""
"HeroList_Sort_02","HeroList","Sort","HeroList_Sort_Group_01","","Character","Level","Str_UI_Sorting_Level",""
"HeroList_Sort_03","HeroList","Sort","HeroList_Sort_Group_01","","Character","Job","Str_UI_Sorting_Role",""
"HeroList_Sort_04","HeroList","Sort","HeroList_Sort_Group_01","","Character","Element","Str_UI_Sorting_Element",""
"HeroList_Sort_05","HeroList","Sort","HeroList_Sort_Group_01","","Character","Name","Str_UI_Sorting_Name",""
"HeroList_Sort_06","HeroList","Sort","HeroList_Sort_Group_01","","Character","Select","Str_UI_Sorting_Select",""
"HeroList_Sort_07","HeroList","Sort","HeroList_Sort_Group_01","","Character","Friendship","Str_UI_Sorting_Friendship",""
"HeroList_Sort_08","HeroList","Sort","HeroList_Sort_Group_01","","Character","SummonTime","Str_UI_Sorting_SummonTime",""
"HeroList_Filter_01","HeroList","Filter","HeroList_Filter_Group_01","Str_UI_Sorting_Element","Character","Red","Str_UI_Element_Red",""
"HeroList_Filter_02","HeroList","Filter","HeroList_Filter_Group_01","Str_UI_Sorting_Element","Character","Blue","Str_UI_Element_Blue",""
"HeroList_Filter_03","HeroList","Filter","HeroList_Filter_Group_01","Str_UI_Sorting_Element","Character","Green","Str_UI_Element_Green",""
"HeroList_Filter_04","HeroList","Filter","HeroList_Filter_Group_02","Str_UI_Sorting_Grade","Character","5","Str_UI_PartyPreset_Tab_5",""
"HeroList_Filter_05","HeroList","Filter","HeroList_Filter_Group_02","Str_UI_Sorting_Grade","Character","4","Str_UI_PartyPreset_Tab_4",""
"HeroList_Filter_06","HeroList","Filter","HeroList_Filter_Group_02","Str_UI_Sorting_Grade","Character","3","Str_UI_PartyPreset_Tab_3",""
"HeroList_Filter_07","HeroList","Filter","HeroList_Filter_Group_02","Str_UI_Sorting_Grade","Character","2","Str_UI_PartyPreset_Tab_2",""
"HeroList_Filter_08","HeroList","Filter","HeroList_Filter_Group_02","Str_UI_Sorting_Grade","Character","1","Str_UI_PartyPreset_Tab_1",""
"HeroList_Filter_09","HeroList","Filter","HeroList_Filter_Group_04","Str_UI_Sorting_Position","Character","Front","Str_UI_BattlePosition_Front",""
"HeroList_Filter_10","HeroList","Filter","HeroList_Filter_Group_04","Str_UI_Sorting_Position","Character","Middle","Str_UI_BattlePosition_Middle",""
"HeroList_Filter_11","HeroList","Filter","HeroList_Filter_Group_04","Str_UI_Sorting_Position","Character","Back","Str_UI_BattlePosition_Back",""
"HeroList_Filter_12","HeroList","Filter","HeroList_Filter_Group_03","Str_UI_Sorting_Role","Character","Guardian","Str_UI_RoleTypeName_Guardian",""
"HeroList_Filter_13","HeroList","Filter","HeroList_Filter_Group_03","Str_UI_Sorting_Role","Character","Knight","Str_UI_RoleTypeName_Knight",""
"HeroList_Filter_14","HeroList","Filter","HeroList_Filter_Group_03","Str_UI_Sorting_Role","Character","Fighter","Str_UI_RoleTypeName_Fighter",""
"HeroList_Filter_15","HeroList","Filter","HeroList_Filter_Group_03","Str_UI_Sorting_Role","Character","Ranger","Str_UI_RoleTypeName_Ranger",""
"HeroList_Filter_16","HeroList","Filter","HeroList_Filter_Group_03","Str_UI_Sorting_Role","Character","Sorcerer","Str_UI_RoleTypeName_Sorcerer",""
"HeroList_Filter_17","HeroList","Filter","HeroList_Filter_Group_03","Str_UI_Sorting_Role","Character","Shooter","Str_UI_RoleTypeName_Shooter",""
"HeroList_Filter_18","HeroList","Filter","HeroList_Filter_Group_03","Str_UI_Sorting_Role","Character","Mage","Str_UI_RoleTypeName_Mage",""
"HeroList_Filter_19","HeroList","Filter","HeroList_Filter_Group_03","Str_UI_Sorting_Role","Character","Cleric","Str_UI_RoleTypeName_Cleric",""
"HeroList_Filter_20","HeroList","Filter","HeroList_Filter_Group_05","Str_UI_Sorting_Damage_Type","Character","Physical","Str_UI_Sorting_Physical",""
"HeroList_Filter_21","HeroList","Filter","HeroList_Filter_Group_05","Str_UI_Sorting_Damage_Type","Character","Magical","Str_UI_Sorting_Magical",""
"KingdomGiftMachine_Filter_01","KingdomGiftMachine","Filter","KingdomGiftMachine_Filter_Group_01","Str_UI_Filter_Base_GroupName","Item","Gift","Str_ItemCategory_Gift",""
"KingdomVisitPopup_Sort_01","KingdomVisitPopup","Sort","KingdomVisitPopup_Sort_Group_01","","Character","Select","Str_UI_Sorting_Select",""
"KingdomVisitPopup_Sort_02","KingdomVisitPopup","Sort","KingdomVisitPopup_Sort_Group_01","","Character","Grade","Str_UI_Sorting_Grade",""
"KingdomVisitPopup_Sort_03","KingdomVisitPopup","Sort","KingdomVisitPopup_Sort_Group_01","","Character","Friendship","Str_UI_Sorting_Friendship",""
"ShopCoinGold_Filter_01","ShopCoinGold","Filter","ShopCoinGold_Filter_Group_01","Str_UI_Filter_Base_GroupName","Item","HeroExp","Str_ItemType_HeroExp",""
"ShopCoinGold_Filter_02","ShopCoinGold","Filter","ShopCoinGold_Filter_Group_01","Str_UI_Filter_Base_GroupName","Item","EquipExp","Str_ItemCategory_EquipExp",""
"ShopCoinGold_Filter_03","ShopCoinGold","Filter","ShopCoinGold_Filter_Group_01","Str_UI_Filter_Base_GroupName","Item","SkillLvUp","Str_Item_Material_SkillLvUp_Common_Name",""
"ShopCoinGold_Filter_04","ShopCoinGold","Filter","ShopCoinGold_Filter_Group_01","Str_UI_Filter_Base_GroupName","Item","Wskill","Str_UI_ViewOption_Wskill",""
"ShopCoinMemory_Sort_01","ShopCoinMemory","Sort","ShopCoinMemory_Sort_Group_01","Str_UI_Filter_Base_GroupName","Item","HeroGradeUpJob","Str_UI_Sorting_Role",""
"ShopCoinMemory_Sort_02","ShopCoinMemory","Sort","ShopCoinMemory_Sort_Group_01","Str_UI_Filter_Base_GroupName","Item","HeroGradeUpElement","Str_UI_Sorting_Element",""
"ShopCoinMemory_Sort_03","ShopCoinMemory","Sort","ShopCoinMemory_Sort_Group_01","Str_UI_Filter_Base_GroupName","Item","HeroGradeUpName","Str_UI_Sorting_Name",""
"ShopCoinArena_Filter_01","ShopCoinArena","Filter","ShopCoinArena_Sort_Group_01","Str_UI_Filter_Base_GroupName","Item","HeroGradeUp","Str_ItemCategory_HeroGradeUp",""
"ShopCoinArena_Filter_02","ShopCoinArena","Filter","ShopCoinArena_Sort_Group_01","Str_UI_Filter_Base_GroupName","Item","HeroExp","Str_ItemType_HeroExp",""
"ShopCoinArena_Filter_03","ShopCoinArena","Filter","ShopCoinArena_Sort_Group_01","Str_UI_Filter_Base_GroupName","Item","Coin","Str_ItemCategory_Coin",""
"ShopCoinDungeon_Filter_01","ShopCoinDungeon","Filter","ShopCoinDungeon_Filter_Group_01","Str_UI_Filter_Base_GroupName","Item","SkillLvUpAttribute","Str_ItemType_SkillLvUpAttribute",""
"ShopCoinDungeon_Filter_02","ShopCoinDungeon","Filter","ShopCoinDungeon_Filter_Group_01","Str_UI_Filter_Base_GroupName","Item","SkillLvUpClass","Str_ItemType_SkillLvUpClass",""
"ShopCoinDungeon_Filter_03","ShopCoinDungeon","Filter","ShopCoinDungeon_Filter_Group_01","Str_UI_Filter_Base_GroupName","Item","SkillLvUp","Str_Item_Material_SkillLvUp_Common_Name",""
