"ClearCheck_Tutorial_Summon2","Tutorial_Summon2","Get3StarHero","1"
"ClearCheck_Tutorial_Adventure_Reconnection1","Tutorial_Adventure_Reconnection1","TutorialGroupClear","Tutorial_Adventure2"
"ClearCheck_Tutorial_Adventure_Reconnection2","Tutorial_Adventure_Reconnection2","AdventurePartyMembers","5"
"ClearCheck_Tutorial_Adventure3","Tutorial_Adventure3","AdventurePartyMembers","5"
"ClearCheck_Tutorial_Adventure_Reconnection3","Tutorial_Adventure_Reconnection3","StageClear","Stage_Normal_0001"
"ClearCheck_Tutorial_Mirrorgram1","Tutorial_Mirrorgram1","StageClear","Stage_Normal_0001"
"ClearCheck_Tutorial_Mirrorgram2","Tutorial_Mirrorgram2","EpisodeClear","Episode_C_001_S01_1"
"ClearCheck_Tutorial_Memorial1","Tutorial_Memorial1","LobbyMemorialOn",""
"ClearCheck_Tutorial_Treasure1","Tutorial_Treasure1","TreasureChestClear","Stage_Normal_0001_01"
"ClearCheck_Tutorial_Kingdom3","Tutorial_Kingdom3","FriendshipLv","Friendship_Char_001_S01_B_Lv_2"
"ClearCheck_Tutorial_Kingdom4","Tutorial_Kingdom4","KingdomInvitedHero","Char_003_S01_B"
"ClearCheck_Tutorial_Kingdom5","Tutorial_Kingdom5","FriendshipLv","Friendship_Char_003_S01_B_Lv_2"
"ClearCheck_Tutorial_KingdomGrow_3","Tutorial_KingdomGrow_3","KingdomRank","2"
"ClearCheck_Tutorial_WriterPowerGrow_2","Tutorial_WriterPowerGrow_2","WriterPowerLevel2","WSkill_Combat_SPUp"
"ClearCheck_Tutorial_Story1","Tutorial_Story1","StageClear","Stage_Normal_0003"
"ClearCheck_Tutorial_TotalWar1","Tutorial_TotalWar1","StageClear","Stage_Normal_0049"
"ClearCheck_Tutorial_TotalWar2","Tutorial_TotalWar2","TutorialGroupClear","Tutorial_TotalWar1"
"ClearCheck_Tutorial_TotalWar3","Tutorial_TotalWar3","TutorialGroupClear","Tutorial_TotalWar2"
"ClearCheck_Tutorial_PracticeBook1","Tutorial_PracticeBook1","StageClear","Stage_Normal_0055"
"ClearCheck_Tutorial_PracticeBook2","Tutorial_PracticeBook2","TutorialGroupClear","Tutorial_PracticeBook1"
"ClearCheck_Tutorial_PracticeBook3","Tutorial_PracticeBook3","TutorialGroupClear","Tutorial_PracticeBook2"
