"Attendance_Fixed_001","Attendance_Fixed_Group","1","Point_Gold","10000","False"
"Attendance_Fixed_002","Attendance_Fixed_Group","2","Item_Material_HeroExp_01","5","False"
"Attendance_Fixed_003","Attendance_Fixed_Group","3","Point_AP","50","False"
"Attendance_Fixed_004","Attendance_Fixed_Group","4","Item_Material_EquipExp_01","3","False"
"Attendance_Fixed_005","Attendance_Fixed_Group","5","Coin_TaleStone","50","False"
"Attendance_Fixed_006","Attendance_Fixed_Group","6","Point_Gold","20000","False"
"Attendance_Fixed_007","Attendance_Fixed_Group","7","Item_Material_HeroExp_02","5","False"
"Attendance_Fixed_008","Attendance_Fixed_Group","8","Point_AP","50","False"
"Attendance_Fixed_009","Attendance_Fixed_Group","9","Item_Material_EquipExp_02","3","False"
"Attendance_Fixed_010","Attendance_Fixed_Group","10","Coin_TaleStone","100","True"
"Attendance_30Day_Group_001","Attendance_30Day_Group","1","Point_Gold","5000","False"
"Attendance_30Day_Group_002","Attendance_30Day_Group","2","Item_Material_HeroExp_01","30","False"
"Attendance_30Day_Group_003","Attendance_30Day_Group","3","Item_SelectBox_SkillLvUp_Class_01","3","False"
"Attendance_30Day_Group_004","Attendance_30Day_Group","4","Item_Material_SkillLvUp_AttributeRed_01","3","False"
"Attendance_30Day_Group_005","Attendance_30Day_Group","5","Item_Ticket_GachaTicket","5","False"
"Attendance_30Day_Group_006","Attendance_30Day_Group","6","Item_Material_SkillLvUp_AttributeBlue_01","3","False"
"Attendance_30Day_Group_007","Attendance_30Day_Group","7","Item_Material_EquipExp_01","2","False"
"Attendance_30Day_Group_008","Attendance_30Day_Group","8","Item_Material_SkillLvUp_AttributeGreen_01","3","False"
"Attendance_30Day_Group_009","Attendance_30Day_Group","9","Item_SelectBox_Gift_Normal","1","False"
"Attendance_30Day_Group_010","Attendance_30Day_Group","10","Item_Ticket_TenRoll_GachaTicket","1","False"
"Attendance_30Day_Group_011","Attendance_30Day_Group","11","Point_Gold","10000","False"
"Attendance_30Day_Group_012","Attendance_30Day_Group","12","Item_Material_HeroExp_01","30","False"
"Attendance_30Day_Group_013","Attendance_30Day_Group","13","Item_SelectBox_SkillLvUp_Class_01","3","False"
"Attendance_30Day_Group_014","Attendance_30Day_Group","14","Item_Material_SkillLvUp_AttributeRed_01","3","False"
"Attendance_30Day_Group_015","Attendance_30Day_Group","15","Coin_TaleStone","150","False"
"Attendance_30Day_Group_016","Attendance_30Day_Group","16","Item_Material_SkillLvUp_AttributeBlue_01","3","False"
"Attendance_30Day_Group_017","Attendance_30Day_Group","17","Item_Material_EquipExp_01","2","False"
"Attendance_30Day_Group_018","Attendance_30Day_Group","18","Item_Material_SkillLvUp_AttributeGreen_01","3","False"
"Attendance_30Day_Group_019","Attendance_30Day_Group","19","Item_SelectBox_Gift_Normal","1","False"
"Attendance_30Day_Group_020","Attendance_30Day_Group","20","Coin_TaleStone","300","False"
"Attendance_30Day_Group_021","Attendance_30Day_Group","21","Point_Gold","30000","False"
"Attendance_30Day_Group_022","Attendance_30Day_Group","22","Item_Material_HeroExp_02","15","False"
"Attendance_30Day_Group_023","Attendance_30Day_Group","23","Item_SelectBox_SkillLvUp_Class_02","2","False"
"Attendance_30Day_Group_024","Attendance_30Day_Group","24","Item_Material_SkillLvUp_AttributeRed_02","2","False"
"Attendance_30Day_Group_025","Attendance_30Day_Group","25","Coin_TaleStone","500","False"
"Attendance_30Day_Group_026","Attendance_30Day_Group","26","Item_Material_SkillLvUp_AttributeBlue_02","2","False"
"Attendance_30Day_Group_027","Attendance_30Day_Group","27","Item_Material_EquipExp_02","1","False"
"Attendance_30Day_Group_028","Attendance_30Day_Group","28","Item_Material_SkillLvUp_AttributeGreen_02","2","False"
"Attendance_30Day_Group_029","Attendance_30Day_Group","29","Item_SelectBox_Gift_Luxury","1","False"
"Attendance_30Day_Group_030","Attendance_30Day_Group","30","Coin_TaleStone","1000","True"
