"AdventureMode_Popup","AdventureMode","AdventureMode","BattleReady","Popup"
"CoinShop_Popup","CoinShop","CoinShop","BuyShopProduct","Popup"
"ScheduleInformation_Popup","Kingdom","Kingdom","ScheduleInformation","Popup"
"HeroGacha_Direct","HeroGacha","HeroGacha","","Direct"
"Ruins_Direct","Ruins","Ruins","","Direct"
"EnergyBuy_Popup","MainLobby","MainLobby","EnergyBuy","Popup"
"AdventureNormal_Direct","AdventureMode","AdventureMode","AdventureNormal","Direct"
"AdventureHard_Direct","AdventureMode","AdventureMode","AdventureHard","Direct"
"MainStory_Popup","MainStory","MainStory","StoryRead","Popup"
"HeroList_Direct","HeroList","HeroList","","Direct"
"ScheduleList_Popup","KingdomSchedule","Kingdom","ScheduleList","Popup"
"RuinsGold_Direct","Ruins","Ruins","RuinsGold","Direct"
"CoinShop_Direct","CoinShop","CoinShop","","Direct"
"Kingdom_Direct","Kingdom","Kingdom","","Direct"
"Arena_Direct","Arena","Arena","","Direct"
"DungeonHeart_Direct","Dungeon","Dungeon","DungeonHeart","Direct"
"DungeonDiamond_Direct","Dungeon","Dungeon","DungeonDiamond","Direct"
"DungeonClover_Direct","Dungeon","Dungeon","DungeonClover","Direct"
"DungeonSpade_Direct","Dungeon","Dungeon","DungeonSpade","Direct"
"RuinsExp_Direct","Ruins","Ruins","RuinsExp","Direct"
"Dungeon_Direct","Dungeon","Dungeon","","Direct"
"Mission_Direct","Mission","Mission","","Direct"
"GroupStory_Direct","GroupStory","GroupStory","","Direct"
"EventAdventureDashBoard_Popup","EventAdventureDashBoard","EventAdventureDashBoard","BattleReady","Popup"
"HeroStory_Direct","HeroStory","HeroStory","","Direct"
"MirrorgramAlbum_Direct","Mirrorgram","Mirrorgram","MirrorgramAlbum","Direct"
"AdventureDashBoard_Direct","AdventureDashBoard","AdventureDashBoard","","Direct"
"Friend_Direct","Friend","Friend","FriendSupportHero","Direct"
"MissionDaily_Direct","Mission","Mission","MissionDaily","Direct"
"MissionWeekly_Direct","Mission","Mission","MissionWeekly","Direct"
"Dungeon_Popup","Dungeon","Dungeon","BattleReady","Popup"
"Ruins_Popup","Ruins","Ruins","BattleReady","Popup"
"VendingMachine_Popup","Kingdom","Kingdom","VendingMachine","Popup"
"UserProfile_Direct","UserProfile","UserProfile","","Direct"
"KingdomManage_Popup","Kingdom","Kingdom","KingdomManage","Popup"
"MainLobby_Popup","MainLobby","MainLobby","LobbyChange","Popup"
"Mirrorgram_Direct","Mirrorgram","Mirrorgram","MirrorgramDm","Direct"
"TotalWar_Direct","TotalWar","TotalWar","","Direct"
"ShopCoinGold_Popup","ShopCoinGold","ShopCoinGold","BuyShopProduct","Popup"
"ShopCoinDungeon_Popup","ShopCoinDungeon","ShopCoinDungeon","BuyShopProduct","Popup"
"ShopCoinArcana_Popup","ShopCoinArcana","ShopCoinArcana","BuyShopProduct","Popup"
"KingdomGiftMachine_Popup","KingdomGiftMachine","KingdomGiftMachine","BuyShopProduct","Popup"
"ShopCoinTotalWar_Popup","ShopCoinTotalWar","ShopCoinTotalWar","BuyShopProduct","Popup"
"ShopCoinGold_Direct","ShopCoinGold","ShopCoinGold","","Direct"
"ShopCoinMemory_Direct","ShopCoinMemory","ShopCoinMemory","","Direct"
"EventAdventure_Direct","EventAdventure","EventAdventure","","Direct"
"GuideMission_Direct","GuideMission","GuideMission","","Direct"
"KingdomLucky_Direct","KingdomLucky","KingdomLucky","","Direct"
"ShopCoinArena_Popup","ShopCoinArena","ShopCoinArena","BuyShopProduct","Popup"
"ShopCoinGold_Direct2","ShopCoinGold","ShopCoinGold","","Direct"
"ShopCoinDungeon_Direct","ShopCoinDungeon","ShopCoinDungeon","","Direct"
"ShopCoinArcana_Direct","ShopCoinArcana","ShopCoinArcana","","Direct"
"KingdomGiftMachine_Direct","KingdomGiftMachine","KingdomGiftMachine","","Direct"
"ShopCoinTotalWar_Direct","ShopCoinTotalWar","ShopCoinTotalWar","","Direct"
"ShopCoinArena_Direct","ShopCoinArena","ShopCoinArena","","Direct"
"ShopCoinMemory_Popup","ShopCoinMemory","ShopCoinMemory","BuyShopProduct","Popup"
"ShopCoinArena_Popup2","ShopCoinArena","ShopCoinArena","BuyShopProduct","Popup"
"ShopCoinTotalWar_Popup2","ShopCoinTotalWar","ShopCoinTotalWar","BuyShopProduct","Popup"
"TotalWar_Popup","TotalWar","TotalWar","BattleReady","Popup"
"BattlePass_Direct","BattlePass","BattlePass","","Direct"
"TaleStoneStepUp_Direct","TaleStone","TaleStone","TaleStoneStepUp","Direct"
"TaleStoneSecretSafe_Direct","TaleStone","TaleStone","TaleStoneSecretSafe","Direct"
"TaleStone_Direct","TaleStone","TaleStone","TaleStoneTaleStone","Direct"
"TaleStone_Popup","TaleStone","TaleStone","BuyShopProduct","Popup"
