"Char_001_S01_B","Char_001","","Str_Char_001_S01_B_Name","Str_Char_001_S01_B_Desc","Hero","M","Blue","1","Cleric","Back","Wea_Book","Armor_Coat","Acc_HeadDress","Skill_C_001_01_B","CharRotation","GradeUp_Char_001","SkillLvUp_Main_Blue_Cellarn","SkillLvUp_Sub_Cleric_Cellarn","5000","1","1.9","0.5","1.4","0.7","1","82","5464","75","Magical","0","0","31","2","208","16","31","2","3328","320","480","0","4800","0","0","0","0","0","0","0","","","Item_Material_HeroGradeUp_Char_001_S01_B","Ind_C_001_S01_B","C001_S01B","Temp_Battle_Se_Effect_011","1","",""
"Char_002_S01_R","Char_002","","Str_Char_002_S01_R_Name","Str_Char_002_S01_R_Desc","Hero","M","Red","1","Fighter","Front","Wea_Sword","Armor_Coat","Acc_HeadDress","Skill_C_002_01_R","CharRotation","GradeUp_Char_002","SkillLvUp_Main_Red_Cellarn","SkillLvUp_Sub_Fighter_Cellarn","5000","1","1.9","0.5","1.4","0.6","1","126","7534","100","Physical","235","20","219","11","0","0","227","11","3744","360","485","0","4950","0","0","0","0","0","0","0","","","Item_Material_HeroGradeUp_Char_002_S01_R","Ind_C_002_S01_R","C002_S01R","Temp_Battle_Se_Effect_011","1","",""
"Char_003_S01_B","Char_003","","Str_Char_003_S01_B_Name","Str_Char_003_S01_B_Desc","Hero","M","Blue","1","Shooter","Back","Wea_Sword","Armor_Belt","Acc_Necklace","Skill_C_003_01_B","CharRotation","GradeUp_Char_003","SkillLvUp_Main_Blue_Cellarn","SkillLvUp_Sub_Shooter_Cellarn","5000","1","1.9","0.5","1.4","0.8","1","101","4087","100","Physical","306","24","30","2","0","0","20","1","3000","300","500","0","5000","0","0","0","0","0","0","0","","","Item_Material_HeroGradeUp_Char_003_S01_B","Ind_C_003_S01_B","C003_S01B","Temp_Battle_Se_Effect_011","1","",""
"Char_005_S01_D","Char_005","","Str_Char_005_S01_D_Name","Str_Char_005_S01_D_Desc","Hero","M","Blue","2","Guardian","Front","Wea_Sword","Armor_Coat","Acc_HeadDress","Skill_C_005_01_D","CharRotation","GradeUp_Char_005","SkillLvUp_Main_Blue_DelMar","SkillLvUp_Sub_Guardian_DelMar","5000","1","1.9","0.5","1.4","0.7","1","85","10008","75","Physical","149","12","388","20","0","0","144","8","4160","400","480","0","4800","0","0","0","0","0","0","0","","","Item_Material_HeroGradeUp_Char_005_S01_D","Ind_C_005_S01_D","C005_S01D","Temp_Battle_Se_Effect_011","1","",""
"Char_006_S01_G","Char_006","","Str_Char_006_S01_G_Name","Str_Char_006_S01_G_Desc","Hero","M","Green","1","Knight","Front","Wea_Mace","Armor_Jacket","Acc_HeadDress","Skill_C_006_01_G","CharRotation","GradeUp_Char_006","SkillLvUp_Main_Green_Cellarn","SkillLvUp_Sub_Knight_Cellarn","5000","1","1.9","0.5","1.4","0.7","1","87","9687","75","Magical","0","0","153","8","155","12","396","20","3860","400","520","0","5150","0","0","0","0","0","0","0","","","Item_Material_HeroGradeUp_Char_006_S01_G","Ind_C_006_S01_G","C006_S01G","Temp_Battle_Se_Effect_011","1","",""
"Char_007_S01_D","Char_007","","Str_Char_007_S01_D_Name","Str_Char_007_S01_D_Desc","Hero","M","Red","3","Knight","Front","Wea_Mace","Armor_Jacket","Acc_HeadDress","Skill_C_007_01_D","CharRotation","GradeUp_Char_007","SkillLvUp_Main_Red_DelMar","SkillLvUp_Sub_Knight_DelMar","5000","1","1.9","0.5","1.4","0.4","1","81","10432","75","Magical","0","0","146","8","149","12","384","20","4160","400","480","0","4800","0","0","0","0","0","0","0","","","Item_Material_HeroGradeUp_Char_007_S01_D","Ind_C_007_S01_D","C007_S01D","Temp_Battle_Se_Effect_011","1","summon_result_bg_011","Emotion_003"
"Char_008_S01_B","Char_008","","Str_Char_008_S01_B_Name","Str_Char_008_S01_B_Desc","Hero","M","Blue","2","Shooter","Back","Wea_Ranged","Armor_Belt","Acc_Necklace","Skill_C_008_01_B","CharRotation","GradeUp_Char_008","SkillLvUp_Main_Blue_Paulhill","SkillLvUp_Sub_Shooter_Paulhill","5000","1","1.9","0.5","1.4","0.9","1","101","4073","100","Physical","303","24","30","2","0","0","20","1","2970","300","505","0","5050","0","0","0","0","0","0","0","","","Item_Material_HeroGradeUp_Char_008_S01_B","Ind_C_008_S01_B","C008_S01B","Temp_Battle_Se_Effect_011","1","",""
"Char_009_S01_G","Char_009","","Str_Char_009_S01_G_Name","Str_Char_009_S01_G_Desc","Hero","M","Green","2","Shooter","Back","Wea_Ranged","Armor_Belt","Acc_Necklace","Skill_C_009_01_G","CharRotation","GradeUp_Char_009","SkillLvUp_Main_Green_DelMar","SkillLvUp_Sub_Shooter_DelMar","5000","1","1.9","0.5","1.4","1","1","101","4077","100","Physical","308","24","30","2","0","0","20","1","3075","300","513","0","5175","0","0","0","0","0","0","0","","","Item_Material_HeroGradeUp_Char_009_S01_G","Ind_C_009_S01_G","C009_S01G","Temp_Battle_Se_Effect_011","1","",""
"Char_010_S01_B","Char_010","","Str_Char_010_S01_B_Name","Str_Char_010_S01_B_Desc","Hero","M","Blue","3","Cleric","Back","Wea_Staff","Armor_Cape","Acc_HeadDress","Skill_C_010_01_B","CharRotation","GradeUp_Char_010","SkillLvUp_Main_Blue_Cyberia","SkillLvUp_Sub_Cleric_Cyberia","5000","1","1.9","0.5","1.4","0.2","1","76","5854","75","Magical","0","0","29","2","205","16","29","2","3264","320","495","0","4800","0","0","0","0","0","0","0","","","Item_Material_HeroGradeUp_Char_010_S01_B","Ind_C_010_S01_B","C010_S01B","Temp_Battle_Se_Effect_011","1","summon_result_bg_002",""
"Char_011_S01_R","Char_011","","Str_Char_011_S01_R_Name","Str_Char_011_S01_R_Desc","Hero","M","Red","3","Fighter","Front","Wea_Sword","Armor_Belt","Acc_Necklace","Skill_C_011_01_R","CharRotation","GradeUp_Char_011","SkillLvUp_Main_Red_DelMar","SkillLvUp_Sub_Fighter_DelMar","5000","1","1.9","0.5","1.4","0.4","1","122","7782","100","Physical","253","20","182","9","0","0","179","9","3582","360","505","0","4850","0","0","0","0","0","0","0","","","Item_Material_HeroGradeUp_Char_011_S01_R","Ind_C_011_S01_R","C011_S01R","Temp_Battle_Se_Effect_011","1","summon_result_bg_010",""
